SYMBOL,SECURITY,BMK WT,LDR,RTG,C,Q,V,E,M,G,VOL,ETMO,MC,FLT,ADTV,DAYS HELD,YTD PERF,P/E FY2,ROE,ANALYST,IM HOLD,
HR-U CN,H&r Real Estate Inv-Reit Uts,0.01,,,59,62,27,65,80,,56,,"4,885","4,793",15.59,0,-9.4,12.6,,,,
SUN SP,Suntec Reit,0.02,,,61,48,66,73,20,52,46,,"3,649","2,868",10.02,0,26.1,23.4,,,,
101 HK,Hang Lung Properties Ltd,0.03,,,62,82,26,51,36,82,50,,"11,091","4,864",9.35,0,21.4,17.7,,,,
DLN LN,Derwent London Plc,0.02,Yes,N,62,56,76,34,38,18,29,,"3,947","3,312",18.20,0,10.6,27.6,,Alaina Anderson,,
LI FP,Klepierre,0.05,,N,64,54,51,67,67,22,19,,"12,374","9,754",43.79,0,8.7,13.1,,Alaina Anderson,,
INTU LN,Intu Properties Plc,0.02,,,65,68,36,67,64,72,49,,"4,258","1,295",15.48,0,4.6,16.5,,,,
GPOR LN,Great Portland Estates Plc,0.02,Yes,N,66,63,75,19,69,28,75,,"2,485","2,229",17.18,0,-0.1,30.5,,Alaina Anderson,,
PSPN SW,Psp Swiss Property Ag-Reg,0.02,,,67,59,57,64,62,76,14,,"4,269","3,723",22.70,0,9.8,23.9,,,,
272 HK,Shui On Land Ltd,0.00,,,68,98,3,39,68,22,88,,"1,833",779,2.93,0,18.3,5.3,,,,
GLP SP,Global Logistic Properties L,0.04,,,69,75,74,41,8,32,43,,"11,214","4,142",41.56,0,60.2,29.6,,,,
19 HK,Swire Pacific Ltd - Cl A,0.03,,,70,57,35,92,73,73,73,Yes,"14,421","4,960",14.22,0,6.0,15.7,,,,
87 HK,Swire Pacific Ltd-Cl B,0.01,,,70,57,35,92,73,73,73,Yes,"14,421","1,583",14.22,0,6.0,15.7,,,,
8801 JP,Mitsui Fudosan Co Ltd,0.13,,O,70,66,78,20,76,66,20,,"21,458","19,895",66.31,0,0.1,15.7,,Alaina Anderson,,
8804 JP,Tokyo Tatemono Co Ltd,0.02,,,72,82,65,15,69,74,77,,"2,720","2,492",14.15,0,2.7,13.0,,,,
8933 JP,Ntt Urban Development Corp,0.01,,,78,63,85,50,61,79,45,,"3,260","1,060",6.82,0,17.6,18.9,,,,
SHB LN,Shaftesbury Plc,0.02,,N,80,35,99,64,38,12,23,,"3,545","2,429",9.96,0,16.1,54.2,,Alaina Anderson,,
WFD AU,Westfield Corp,0.07,,N,84,72,71,77,82,61,35,,"12,389","11,025",52.28,0,-5.6,,,Alaina Anderson,,
8802 JP,Mitsubishi Estate Co Ltd,0.13,,N,86,70,96,26,85,71,52,,"24,415","21,535",65.63,0,-7.3,23.8,,Alaina Anderson,,
MRL SM,Merlin Properties Socimi Sa,0.03,,,87,96,57,60,27,,43,,"6,502","6,481",16.36,0,25.4,18.2,,,,
BEI-U CN,Boardwalk Real Estate Invest,0.00,,,88,97,33,69,79,92,87,,"1,648","1,061",6.58,0,-7.2,96.2,,,,
CAPC LN,Capital & Counties Propertie,0.02,,,93,88,82,86,44,44,92,,"2,889","2,463",14.40,0,2.3,176.3,,,,
,,,,,34,30,38,55,60,55,40,,,,,,18.1,,,,,
TEL2B SS,Tele2 Ab-B Shs,0.02,,,,34,49,,,,,,"5,879","5,209",,,,,,,,
TKA AV,Telekom Austria Ag,0.01,,,4,31,32,4,11,72,51,,"6,363","1,305",1.58,0,57.2,15.5,,,,
9432 JP,Nippon Telegraph & Telephone,0.21,,N,7,17,12,43,51,49,5,,"103,493","65,160",149.56,0,16.6,11.6,,William Benton,,
SCMN VX,Swisscom Ag-Reg,0.07,,N,8,5,29,14,59,83,5,,"25,914","12,702",113.96,0,14.0,16.9,,William Benton,,
BT/A LN,Bt Group Plc,0.19,,N,13,9,11,51,92,63,42,,"37,179","31,680",144.81,0,-10.2,10.3,,William Benton,,
TEF SM,Telefonica Sa,0.29,,N,15,32,15,40,64,52,33,,"54,058","49,647",546.13,0,24.0,10.8,,William Benton,,
9433 JP,Kddi Corp,0.30,Yes,O,17,7,16,55,88,46,3,,"70,007","47,019",145.32,0,5.3,11.8,,William Benton,,
SPK NZ,Spark New Zealand Ltd,0.03,,N,18,9,42,31,64,74,15,,"5,184","5,173",10.77,0,26.4,17.3,,Drew Buckley,,
PROX BB,Proximus,0.03,,,19,9,26,73,32,67,30,,"11,810","4,947",62.92,0,27.4,16.3,,,,
TEL NO,Telenor Asa,0.08,Yes,N,19,3,34,49,53,42,27,,"29,610","12,146",56.08,0,37.3,14.8,,William Benton,,
SRCG SW,Sunrise Communications Group,0.02,,,20,36,42,18,34,90,52,,"3,668","2,569",10.99,0,24.5,43.2,,,,
9437 JP,Ntt Docomo Inc,0.19,,N,21,8,18,70,79,51,11,,"92,125","28,710",99.14,0,2.6,13.2,,William Benton,,
TPM AU,Tpg Telecom Ltd,0.01,,,22,10,31,36,95,71,51,,"4,148","2,149",10.20,0,-4.7,14.0,,,,
KPN NA,Koninklijke Kpn Nv,0.07,,O,23,29,28,45,65,35,32,,"15,085","11,896",83.94,0,26.7,23.0,,William Benton,,
BEZQ IT,Bezeq The Israeli Telecom Co,0.02,,,24,9,12,73,98,62,20,Yes,"3,943","2,903",15.77,0,-19.7,9.9,,,,
RCI/A CN,Rogers Communicati-Cl A Conv,0.00,Yes,O,24,23,69,18,38,40,15,,"26,555",496,72.48,0,16.8,17.5,,William Benton,,
RCI/B CN,Rogers Communications Inc-B,0.11,Yes,O,24,23,69,18,38,40,15,,"26,555","18,645",72.48,0,16.8,17.5,,William Benton,,
FNTN GR,Freenet Ag,0.03,,,25,26,32,62,46,49,50,,"4,251","4,251",16.66,0,25.7,14.0,,,,
ELISA FH,Elisa Oyj,0.04,,N,25,9,55,40,45,50,11,,"7,100","5,797",23.92,0,31.5,18.6,,Drew Buckley,,
DTE GR,Deutsche Telekom Ag-Reg,0.36,Yes,O,25,35,15,65,65,40,49,,"86,860","59,530",299.10,0,9.7,15.4,,William Benton,,
ORA FP,Orange,0.20,,,27,42,12,64,65,56,19,,"44,786","33,753",170.37,0,13.5,12.7,,,,
TIT IM,Telecom Italia Spa,0.07,,,31,62,15,28,64,84,70,,"19,351","10,317",126.41,0,13.6,10.3,,,,
TITR IM,Telecom Italia-Rsp,0.03,,,31,62,15,28,64,84,70,,"19,351","4,675",126.41,0,13.6,10.3,,,,
TDC DC,Tdc A/s,0.03,,,32,31,24,72,67,86,47,,"4,690","4,624",36.74,0,22.7,13.3,,,,
ST SP,Singapore Telecommunications,0.13,Yes,O,32,28,55,24,81,61,13,,"44,861","22,455",55.90,0,16.7,14.4,,William Benton,,
ISAT LN,Inmarsat Plc,0.03,,N,32,23,46,57,64,87,51,,"4,268","4,248",26.69,0,13.7,18.0,,William Benton,,
BCE CN,Bce Inc,0.09,,N,33,20,41,65,80,59,9,,"42,337","42,302",102.86,0,-4.6,16.7,,William Benton,,
VOD LN,Vodafone Group Plc,0.46,,O,35,60,17,38,64,69,65,,"75,152","75,100",238.01,0,21.7,23.8,,William Benton,,
TELIA SS,Telia Co Ab,0.07,,,36,30,30,76,63,76,43,,"19,790","11,234",69.57,0,19.0,12.1,,,,
O2D GR,Telefonica Deutschland Holdi,0.02,,,36,34,45,57,35,38,85,,"15,776","4,314",11.51,0,27.0,-108.9,,,,
8 HK,Pccw Ltd,0.01,,N,39,30,19,84,89,73,66,Yes,"4,409","2,313",4.91,0,8.2,16.4,,Drew Buckley,,
T CN,Telus Corp,0.04,,,43,33,45,69,54,45,10,,"21,104","21,073",15.18,0,16.7,15.5,,,,
STH SP,Starhub Ltd,0.01,,N,43,9,42,72,96,54,49,Yes,"3,290","1,120",5.36,0,6.4,18.0,,Drew Buckley,,
VEON,Veon Ltd,0.00,,,46,60,18,58,73,62,79,,"7,014","7,014",10.56,0,11.3,10.2,,,,
TALK LN,Talktalk Telecom Group,0.01,,,46,19,31,95,78,70,74,,"2,403","1,345",8.21,0,21.4,16.3,,,,
TLS AU,Telstra Corp Ltd,0.08,Yes,N,46,9,19,95,98,85,25,Yes,"36,721","36,257",152.78,0,-6.7,12.5,,William Benton,,
INW IM,Infrastrutture Wireless Ital,0.01,,N,54,29,90,32,38,22,9,,"3,856","1,541",4.60,0,40.9,24.9,,Drew Buckley,,
MIC SS,Millicom Intl Cellular-Sdr,0.03,,N,54,22,47,97,45,31,84,,740,459,10.90,0,55.4,33.8,,Drew Buckley,,
ILD FP,Iliad Sa,0.04,,N,70,26,87,86,48,25,46,,"15,167","6,699",36.14,0,28.6,26.4,,William Benton,,
SFR FP,Sfr Group Sa,0.02,,,78,59,69,90,37,6,83,,"18,001",591,17.06,0,28.7,21.4,,,,
9984 JP,Softbank Group Corp,0.42,Yes,O,83,80,74,70,42,63,54,,"88,818","68,245",545.91,0,24.5,12.4,,William Benton,,
VOC AU,Vocus Group Ltd,0.01,,N,89,75,40,99,94,29,89,Yes,"1,297","1,085",18.06,0,2.0,10.5,,Drew Buckley,,
CLNX SM,Cellnex Telecom Sau,0.02,,N,98,68,100,86,40,6,57,,"5,053","3,330",39.40,0,55.5,47.3,,Drew Buckley,,
,,,,,44,54,45,46,26,55,43,,,,,,17.6,,,,,
RWE GR,Rwe Ag,0.07,,,4,36,12,16,10,44,86,,"14,871","12,583",179.26,0,65.1,12.6,,,,
RWE3 GR,Rwe Ag Non Vtg Prf Npv,0.00,,,4,36,12,16,10,44,86,,"14,871",702,179.26,0,65.1,12.6,,,,
CNA LN,Centrica Plc,0.09,,NO,7,13,6,61,64,66,55,,"14,311","14,309",89.67,0,-4.7,12.3,,Alaina Anderson,,
EVN AV,Evn Ag,0.00,,,9,52,10,34,2,44,58,,"2,776",441,0.41,0,32.1,13.2,,,,
SSE LN,Sse Plc,0.11,,N,10,22,14,45,60,72,25,,"18,334","17,787",123.15,0,0.4,11.3,,Alaina Anderson,,
ENEL IM,Enel Spa,0.28,,O,10,36,19,39,4,32,26,,"59,820","45,711",299.73,0,33.3,12.7,,Alaina Anderson,,
ENGI FP,Engie,0.16,,,11,45,10,30,25,69,47,,"41,188","27,317",141.67,0,29.9,14.3,,,,
IGY GR,Innogy Se,0.03,,N,11,24,30,34,19,45,11,,"24,273","5,583",32.93,0,24.4,15.7,,Alaina Anderson,,
9531 JP,Tokyo Gas Co Ltd,0.07,,N,11,32,38,18,7,68,44,,"11,981","11,274",33.60,0,19.2,18.0,,Alaina Anderson,,
AGL AU,Agl Energy Ltd,0.08,,N,13,37,42,12,7,32,50,,"11,911","11,774",49.59,0,22.9,13.4,,Alaina Anderson,,
ELE SM,Endesa Sa,0.05,,NO,15,34,32,28,15,88,44,,"25,788","7,709",85.10,0,13.3,15.3,,Alaina Anderson,,
EOAN GR,E.on Se,0.14,,NO,17,51,20,24,13,43,79,,"24,394","24,373",215.73,0,41.3,14.6,,Quant Intl,,
ACE IM,Acea Spa,0.00,,,19,45,8,78,11,63,45,,"3,095",430,2.07,0,26.8,11.0,,,,
HER IM,Hera Spa,0.01,,,20,48,35,23,8,51,42,,"4,794","1,207",6.99,0,41.2,17.1,,,,
2 HK,Clp Holdings Ltd,0.11,,N,20,21,51,45,18,85,6,,"26,455","18,892",24.07,0,17.9,15.6,,Alaina Anderson,,
A2A IM,A2a Spa,0.02,,,22,42,15,76,8,33,57,,"5,190","2,595",13.97,0,32.7,13.0,,,,
2638 HK,Hk Electric Investments -Ss,0.02,,,23,25,54,35,25,73,17,,"8,118","2,078",4.75,0,17.7,18.5,,,,
TRN IM,Terna Spa,0.05,,,25,32,63,21,14,58,6,,"11,760","8,250",33.23,0,26.1,14.4,,,,
UN01 GR,Uniper Se,0.03,,,27,83,8,24,9,42,79,,"8,851","4,722",18.62,0,51.5,13.1,,,,
REE SM,Red Electrica Corporacion Sa,0.06,Yes,N,28,15,44,73,30,54,1,,"12,079","9,568",93.71,0,17.5,14.5,,Alaina Anderson,,
ACO/X CN,Atco Ltd -Class I,0.02,,,29,40,33,55,19,59,7,,"4,213","3,708",7.96,0,0.2,14.1,,,,
GAS SM,Gas Natural Sdg Sa,0.05,,,31,40,26,74,14,66,10,,"23,954","7,535",60.54,0,24.3,14.0,,,,
9532 JP,Osaka Gas Co Ltd,0.05,,N,31,40,26,64,33,67,31,,"8,069","7,719",25.31,0,5.2,17.1,,Alaina Anderson,,
VIE FP,Veolia Environnement,0.07,,O,31,54,28,38,25,39,69,,"12,943","10,781",75.40,0,34.5,16.0,,Alaina Anderson,,
VER AV,Verbund Ag,0.00,,,33,47,54,30,8,86,52,,"7,653","2,625",2.71,0,24.4,25.7,,,,
SEV FP,Suez,0.04,,N,35,38,30,82,13,35,34,,"11,505","6,638",43.31,0,26.9,16.9,,Alaina Anderson,,
9503 JP,Kansai Electric Power Co Inc,0.06,,,36,82,23,25,2,74,83,,"13,116","10,289",32.41,0,24.2,9.5,,,,
SVT LN,Severn Trent Plc,0.04,,N,36,51,68,4,49,66,22,,"6,795","6,787",50.40,0,4.9,17.5,,Alaina Anderson,,
IBE SM,Iberdrola Sa,0.29,,N,38,55,40,48,8,25,24,,"51,809","50,296",263.38,0,24.7,14.8,,Alaina Anderson,,
EDP PL,Edp-Energias De Portugal Sa,0.05,,N,39,47,27,72,25,81,17,,"13,833","6,615",47.04,0,21.2,12.6,,Alaina Anderson,,
9533 JP,Toho Gas Co Ltd,0.02,,NO,40,40,67,12,74,49,55,,"3,560","3,029",10.40,0,-16.5,19.6,,Alaina Anderson,,
IG IM,Italgas Spa,0.02,,,46,,68,29,12,43,8,,"4,583","2,550",11.45,0,41.8,13.3,,,,
3 HK,Hong Kong & China Gas,0.09,,,46,29,91,25,13,59,9,,"26,237","15,268",22.16,0,19.1,25.3,,,,
CEN NZ,Contact Energy Ltd,0.02,,,47,39,35,90,21,76,29,,"2,865","2,781",3.39,0,27.1,21.6,,,,
NG/ LN,National Grid Plc,0.26,,N,47,37,51,63,46,68,25,,"42,472","40,708",181.26,0,15.7,14.8,,Alaina Anderson,,
CU CN,Canadian Utilities Ltd-A,0.02,,,49,46,66,51,12,56,4,,"8,356","3,672",12.80,0,4.5,16.5,,,,
PNN LN,Pennon Group Plc,0.03,,,50,62,58,18,38,55,20,,"4,276","4,276",16.35,0,6.3,15.2,,,,
9506 JP,Tohoku Electric Power Co Inc,0.04,,,50,70,43,38,12,59,66,,"6,992","6,611",15.78,0,10.5,11.7,,,,
ANA SM,Acciona Sa,0.01,,,51,61,36,70,12,11,61,,"4,903","2,120",25.27,0,19.9,14.9,,,,
MCY NZ,Mercury Nz Ltd,0.01,,,52,41,57,78,12,86,23,,"3,529","1,591",1.90,0,27.7,26.9,,,,
ELI BB,Elia System Operator Sa/nv,0.01,,,55,59,64,44,15,70,16,,"3,607","1,552",1.45,0,11.8,13.8,,,,
9513 JP,Electric Power Development C,0.03,,,58,87,46,11,25,59,34,,"4,910","4,402",19.34,0,12.3,10.1,,,,
9501 JP,Tokyo Electric Power Company,0.04,,,58,83,20,53,30,61,91,,"6,617","6,064",30.84,0,3.3,3.9,,,,
NPI CN,Northland Power Inc,0.01,,,58,79,62,6,47,38,80,,"3,293","2,155",8.41,0,-4.9,16.8,,,,
1038 HK,Ck Infrastructure Holdings L,0.03,,,60,59,79,24,26,45,35,,"23,946","5,485",18.84,0,20.0,15.9,,,,
9507 JP,Shikoku Electric Power Co,0.01,,,61,75,40,68,8,14,73,,"2,823","2,309",9.53,0,22.9,13.6,,,,
FORTUM FH,Fortum Oyj,0.05,,,62,68,46,51,45,33,32,,"15,618","7,220",36.57,0,15.5,20.0,,,,
MEL NZ,Meridian Energy Ltd,0.02,,,64,52,63,76,24,64,45,,"5,446","2,642",2.39,0,21.8,25.3,,,,
UU/ LN,United Utilities Group Plc,0.05,,,67,50,72,65,47,60,8,,"7,944","7,940",30.65,0,5.7,18.1,,,,
EDF FP,Edf,0.03,,,68,83,34,52,51,91,76,,"31,170","6,545",38.75,0,11.5,13.1,,,,
DENERG DC,Dong Energy A/s,0.05,,N,68,71,77,36,16,99,66,,"21,888","7,658",27.10,0,26.7,13.6,,Alaina Anderson,,
DRX LN,Drax Group Plc,0.01,,,69,78,21,85,49,27,91,,"1,668","1,666",7.44,0,-10.0,28.5,,,,
H CN,Hydro One Ltd,0.01,,,72,72,65,37,69,31,11,,"10,781","5,252",34.23,0,,17.5,,,,
FTS CN,Fortis Inc,0.09,,,73,78,72,39,17,18,1,,"15,240","15,131",50.80,0,2.4,17.6,,,,
9502 JP,Chubu Electric Power Co Inc,0.06,,,73,82,43,60,50,80,66,,"9,993","9,611",23.30,0,-3.0,12.5,,,,
EMA CN,Emera Inc,0.05,,,74,79,69,37,33,35,10,,"8,072","8,063",32.09,0,-3.0,16.1,,,,
9508 JP,Kyushu Electric Power Co Inc,0.03,,,75,94,58,17,14,24,88,,"5,649","5,367",23.11,0,11.9,6.4,,,,
AST AU,Ausnet Services,0.01,,,77,71,83,53,22,93,27,,"4,861","2,378",8.15,0,16.9,24.8,,,,
6 HK,Power Assets Holdings Ltd,0.07,,,80,75,70,78,30,71,27,,"18,490","11,303",34.10,0,23.5,18.6,,,,
ALPH SW,Alpiq Holding Ag-Reg,0.00,,,82,87,60,57,57,99,82,,"2,370",216,0.33,0,1.8,39.0,,,,
APA AU,Apa Group,0.05,,,82,76,78,72,27,47,48,,"7,453","7,375",22.68,0,13.5,32.4,,,,
EDPR PL,Edp Renovaveis Sa,0.01,,,83,85,71,63,30,23,43,,"7,033","1,219",3.34,0,25.6,29.5,,,,
9504 JP,Chugoku Electric Power Co,0.02,,,89,92,67,68,52,3,86,,"4,237","3,362",11.35,0,-3.5,18.6,,,,
9505 JP,Hokuriku Electric Power Co,0.01,,,96,92,75,92,77,65,86,,"1,987","1,771",13.00,0,-18.1,32.3,,,,
