SYMBOL,COMPANY,LDR,RTG,C,Q,V,E,M,G,VOL,ETMO,MC,FLT,ADTV,DAYS HELD,YTD PERF,P/E FY2,ROE,ANALYST,IM HOLD,
RPC LN,Rpc Group Plc,,NO,66,76,48,26,78,43,31,,"4,782","4,772",49.14,0,-3.9,12.0,,William DeAllaume,,
SRCM IN,Shree Cement Ltd,Yes,O,67,24,99,34,39,14,71,,"9,333","4,576",4.47,0,26.6,26.0,,William DeAllaume,,
FRUT IT,Frutarom Industries Ltd,Yes,N,67,41,95,40,16,10,12,,"4,350","2,665",7.85,0,41.8,25.2,,William DeAllaume,,
FIBR3 BZ,Fibria Celulose Sa,,N,67,72,68,25,53,62,89,,"7,025","2,912",20.15,0,11.4,18.4,,William DeAllaume,,
OMN SJ,Omnia Holdings Ltd,,N,68,50,21,96,94,32,79,Yes,712,577,1.23,0,-21.0,12.9,,Bryan Shea,,
FRES LN,Fresnillo Plc,,N,68,33,89,56,70,36,68,,"14,565","3,641",33.85,0,33.4,26.0,,William DeAllaume,,
ITP CN,Intertape Polymer Group Inc,,O,68,28,66,96,58,69,61,Yes,918,871,5.23,0,-8.8,13.5,,Taylor Cope,,
4043 JP,Tokuyama Corp,,N,68,92,41,16,40,48,71,,"1,569","1,446",21.53,0,23.8,6.7,,Taylor Cope,,
ICEM IN,India Cements Ltd/the,,N,70,81,50,54,21,10,85,,837,699,16.21,0,84.1,12.5,,Taylor Cope,,
CCL/B CN,Ccl Industries Inc,Yes,N,71,33,92,74,31,36,25,,"8,264","6,722",37.60,0,4.8,19.4,,William DeAllaume,,
JKCE IN,Jk Cement Ltd,,N,71,75,76,31,22,13,73,,"1,105",374,0.44,0,49.9,14.4,,Bryan Shea,,
HEI GR,Heidelbergcement Ag,,N,72,67,37,87,60,23,35,Yes,"18,914","14,077",123.70,0,7.4,11.0,,William DeAllaume,,
SOL SJ,Sasol Ltd,Yes,O,72,58,42,89,76,72,58,,"19,429","15,507",44.74,0,6.5,10.2,,William DeAllaume,,
KAZ LN,Kaz Minerals Plc,,NO,72,97,59,4,17,29,92,,"4,495","2,634",25.54,0,107.8,10.0,,,,
ARTO IN,Aarti Industries,,O,73,39,82,97,5,15,32,,"1,101",481,1.02,0,52.0,15.1,,Bryan Shea,,
FBU NZ,Fletcher Building Ltd,,N,73,63,40,69,97,72,36,,"4,240","4,166",15.07,0,-16.6,13.2,,William DeAllaume,,
4612 JP,Nippon Paint Holdings Co Ltd,,N,73,44,86,79,25,38,35,,"12,250","6,559",22.99,0,39.4,29.6,,William DeAllaume,,
CMS MK,Cahya Mata Sarawak Bhd,,N,75,65,77,41,76,36,65,,981,335,1.13,0,3.3,16.6,,Bryan Shea,,
ENGRO PA,Engro Corp Ltd/pakistan,,N,75,75,52,66,64,41,67,,"1,462",901,6.60,0,2.0,13.1,,Bryan Shea,,
358 HK,Jiangxi Copper Co Ltd,,N,75,83,45,54,60,21,90,,"8,131","1,988",20.65,0,26.6,,,William DeAllaume,,
UTCEM IN,Ultratech Cement Ltd,,N,76,27,98,73,37,37,60,,"17,017","6,310",15.58,0,31.3,28.0,,William DeAllaume,,
1909 TT,Long Chen Paper Co Ltd,,N,76,91,70,19,20,36,73,,"1,549",885,11.59,0,141.6,12.9,,Bryan Shea,,
POT CN,Potash Corp Of Saskatchewan Inc,,N,77,45,81,78,78,99,64,Yes,"14,461","14,414",46.87,0,-14.1,26.0,,William DeAllaume,,
4613 JP,Kansai Paint Co Ltd,,N,78,60,95,35,30,67,17,,"6,795","5,394",17.65,0,24.8,23.3,,William DeAllaume,,
PIDI IN,Pidilite Industries Ltd,,O,78,7,99,88,24,36,13,,"6,551","1,543",6.06,0,41.3,38.8,,William DeAllaume,,
YAR NO,Yara International Asa,,NO,79,65,52,93,58,52,69,,"10,886","6,267",40.55,0,4.0,13.4,,Quant Intl,,
3993 HK,China Molybdenum Co Ltd,,O,80,83,91,17,24,19,85,,"14,963","1,841",39.84,0,105.5,22.4,,William DeAllaume,,
1723 TT,China Steel Chemical Corp,,N,80,33,88,94,64,79,33,Yes,899,534,1.45,0,6.9,18.2,,Bryan Shea,,
BRGR IN,Berger Paints India Ltd,,N,81,19,100,81,41,32,30,,"3,591","1,037",2.23,0,27.2,38.5,,Taylor Cope,,
GCC* MM,Grupo Cementos De Chihuahua Sab De Cv,,O,82,82,64,76,35,37,72,,"1,763",659,0.89,0,58.5,16.3,,Bryan Shea,,
SY1 GR,Symrise Ag,,N,82,41,91,87,60,51,14,Yes,"9,442","8,887",40.39,0,14.9,24.7,,William DeAllaume,,
APNT IN,Asian Paints Ltd,Yes,O,83,9,100,90,35,36,23,,"16,893","9,725",16.34,0,37.8,42.8,,Vivian Lin Thurston,,
GMEXICOB MM,Grupo Mexico Sab De Cv,Yes,O,83,60,60,97,71,33,58,Yes,"26,156","11,302",32.57,0,20.8,14.1,,William DeAllaume,,
MLM,Martin Marietta Materials Inc,Yes,N,84,46,92,87,60,25,41,Yes,"12,619","12,537",120.83,0,2.6,19.8,,William DeAllaume,,
DNL PM,D&l Industries Inc,,O,85,46,87,97,56,35,17,Yes,"1,416",486,1.21,0,8.1,22.0,,Bryan Shea,,
DBEL IN,Dalmia Bharat Ltd,,O,86,88,95,24,12,8,79,,"3,546","2,430",4.74,0,107.4,23.0,,Taylor Cope,,
BLL,Ball Corp,Yes,N,86,69,91,65,59,40,16,,"13,987","13,842",89.66,0,12.1,16.1,,William DeAllaume,,
TINS IJ,Timah Persero Tbk Pt,,N,87,90,56,60,89,45,85,Yes,494,173,1.30,0,-21.1,18.9,,Bryan Shea,,
SCCO,Southern Copper Corp,Yes,O,87,53,92,93,49,34,66,Yes,"31,555","3,370",25.81,0,24.2,21.4,,William DeAllaume,,
RAMCO IN,Ramco Industries Ltd,,NO,88,84,92,,30,12,33,,320,117,0.75,0,28.1,,,Bryan Shea,,
BYRCS IN,Bayer Cropscience Ltd/india,,N,91,32,99,99,37,17,62,,"2,299",696,1.05,0,17.4,29.1,,Bryan Shea,,
3323 HK,China National Building Material Co Ltd,,NO,93,95,65,80,59,33,81,,"3,401","1,814",18.14,0,23.5,9.3,,William DeAllaume,,
CEMARGOS CB,Cementos Argos Sa,,N,93,87,84,80,69,47,80,,"5,354","1,696",2.10,0,1.6,30.1,,William DeAllaume,,
CENT IN,Century Textiles & Industries Ltd,,NO,94,91,98,53,15,9,82,,"2,055",909,12.75,0,56.7,30.5,,Taylor Cope,,
BUENAVC1 PE,Cia De Minas Buenaventura Saa,,N,95,86,89,79,84,,,,"3,507","1,958",0.02,0,17.4,,,Taylor Cope,,
FM CN,First Quantum Minerals Ltd,Yes,O,96,96,88,54,76,73,93,,"7,442","7,336",47.17,0,-6.7,18.2,,William DeAllaume,,
CHP PM,Cemex Holdings Philippines Inc,,N,97,82,56,100,97,91,96,Yes,580,261,0.74,0,-46.8,15.1,,Bryan Shea,,
WPM CN,Wheaton Precious Metals Corp,,N,97,81,97,82,89,66,70,Yes,"8,370","8,190",24.37,0,-8.5,28.4,,William DeAllaume,,
1208 HK,Mmg Ltd,Yes,O,100,98,92,99,50,11,96,Yes,"3,830","1,012",8.65,0,60.6,9.8,,William DeAllaume,,
,,,,40,38,45,45,52,38,41,,,,,,22.8,,,,,
NEP SJ,New Europe Property Investments Plc,,N,,20,,,54,,19,,"4,322","3,421",5.82,0,,22.0,,Alaina Anderson,,
960 HK,Longfor Properties Co Ltd,,N,1,15,5,13,22,19,30,,"14,309","3,369",14.58,0,105.1,8.0,,Alaina Anderson,,
1813 HK,Kwg Property Holding Ltd,,N,1,26,1,60,40,66,34,,"2,205",855,8.32,0,42.5,3.6,,Bryan Shea,,
2777 HK,Guangzhou R&f Properties Co Ltd,,NO,1,24,1,4,46,30,32,,"6,703","1,966",16.70,0,57.8,5.0,,Quant Intl,,
688 HK,China Overseas Land & Investment Ltd,Yes,O,1,10,2,5,67,46,38,,"37,026","16,604",68.94,0,29.9,7.0,,Alaina Anderson,,
WIHL SS,Wihlborgs Fastigheter Ab,,NO,2,5,15,5,35,53,45,,"1,826","1,812",3.68,0,33.7,12.3,,Quant Intl,,
813 HK,Shimao Property Holdings Ltd,,O,2,48,1,60,27,33,39,,"6,015","1,923",10.38,0,56.2,5.1,,Alaina Anderson,,
2007 HK,Country Garden Holdings Co Ltd,,NO,2,29,20,5,6,6,68,,"26,503","9,264",50.86,0,145.5,8.3,,Quant Intl,,
SVS LN,Savills Plc,,N,3,3,26,10,18,69,25,,"1,602","1,588",5.06,0,41.0,12.2,,Alaina Anderson,,
3288 JP,Open House Co Ltd,,NO,3,16,21,9,34,26,55,,"1,808",905,7.81,0,39.7,7.5,,Quant Intl,,
1925 JP,Daiwa House Industry Co Ltd,,O,3,17,26,8,25,66,46,,"22,956","20,800",49.27,0,29.3,11.4,,Alaina Anderson,,
1109 HK,China Resources Land Ltd,,O,3,11,3,60,47,28,32,,"20,943","8,099",30.60,0,46.2,7.4,,Alaina Anderson,,
12 HK,Henderson Land Development Co Ltd,,NO,4,30,17,7,28,80,74,,"24,691","6,629",18.09,0,22.4,15.9,,Quant Intl,,
884 HK,Cifi Holdings Group Co Ltd,,O,5,27,6,51,21,15,48,,"4,124","1,351",12.47,0,99.5,5.6,,Alaina Anderson,,
MAGIC SP,Mapletree Greater China Commercial Trust,,NO,5,24,12,31,36,70,47,,"2,297","1,514",4.45,0,28.8,19.3,,Quant Intl,,
HKL SP,Hongkong Land Holdings Ltd,,N,5,14,15,33,28,74,47,,"17,670","8,805",12.28,0,21.6,17.4,,Alaina Anderson,,
CBG,Cbre Group Inc,Yes,N,5,6,41,6,24,47,27,,"12,156","10,755",63.41,0,19.5,13.2,,Alaina Anderson,,
16 HK,Sun Hung Kai Properties Ltd,,N,6,35,8,21,43,37,41,,"45,478","22,808",52.57,0,24.2,12.4,,Alaina Anderson,,
AP TB,Ap Thailand Pcl,,N,6,20,4,66,56,58,26,,719,437,2.54,0,16.2,6.9,,Bryan Shea,,
SPALI TB,Supalai Pcl,,O,6,8,3,75,68,60,14,,"1,234",678,3.60,0,4.2,7.2,,Bryan Shea,,
1113 HK,Cheung Kong Property Holdings Ltd,,N,7,38,17,11,27,54,47,,"32,148","22,017",54.76,0,33.8,10.7,,Alaina Anderson,,
CAST SS,Castellum Ab,,N,7,7,14,33,55,68,36,,"4,230","4,013",21.64,0,14.5,13.5,,Alaina Anderson,,
LLC AU,Lendlease Group,,N,7,9,15,65,8,64,37,,"7,411","7,386",27.06,0,31.5,11.9,,Alaina Anderson,,
2542 TT,Highwealth Construction Corp,,NO,7,6,6,60,59,85,,,"1,821","1,200",4.32,0,17.7,,,Alaina Anderson,,
VNA GR,Vonovia Se,,O,8,18,31,18,35,25,57,,"20,208","19,209",85.90,0,28.6,18.5,,Alaina Anderson,,
CMW AU,Cromwell Property Group,,NO,9,18,6,75,60,89,49,,"1,314",935,3.30,0,7.7,12.0,,Quant Intl,,
LH TB,Land & Houses Pcl,,N,10,8,16,48,52,,24,,"3,666","1,121",5.38,0,12.5,13.3,,Alaina Anderson,,
3333 HK,China Evergrande Group,,N,10,49,19,11,17,4,88,,"36,320","6,377",129.62,0,331.6,10.5,,Alaina Anderson,,
DEQ GR,Deutsche Euroshop Ag,,N,12,11,8,63,83,70,35,,"2,311","1,904",15.50,0,5.1,13.3,,Alaina Anderson,,
FIBRAMQ MM,Macquarie Mexico Real Estate,,N,13,60,11,3,84,52,73,,"1,062","1,060",2.67,0,23.3,9.4,,Bryan Shea,,
SGP AU,Stockland,,N,13,13,27,33,61,51,59,,"8,585","8,069",34.31,0,4.7,12.8,,Alaina Anderson,,
MGR AU,Mirvac Group,,N,14,25,29,34,45,40,43,,"6,851","6,844",33.23,0,18.1,15.2,,Alaina Anderson,,
8848 JP,Leopalace21 Corp,,NO,14,22,23,40,68,88,95,,"1,974","1,852",15.54,0,30.9,12.9,,Quant Intl,,
EMAAR UH,Emaar Properties Pjsc,Yes,O,15,29,22,36,55,46,45,,"16,218","11,479",13.67,0,16.5,8.9,,Alaina Anderson,,
VLL PM,Vista Land & Lifescapes Inc,,N,16,48,5,47,65,55,30,,"1,487",426,0.68,0,19.0,7.5,,Bryan Shea,,
LEG GR,Leg Immobilien Ag,,N,18,21,41,39,44,49,51,,"6,108","5,884",28.16,0,27.3,17.4,,Alaina Anderson,,
FCR CN,First Capital Realty Inc,,N,18,35,13,33,85,13,57,,"3,864","2,364",11.81,0,-6.5,24.4,,Alaina Anderson,,
MINT SP,Mapletree Industrial Trust,,NO,18,4,42,48,29,51,12,,"2,456","1,606",3.83,0,28.4,15.2,,Quant Intl,,
GPT AU,Gpt Group/the,,N,18,37,27,23,51,55,48,,"7,095","7,086",30.87,0,7.9,15.8,,Alaina Anderson,,
VCX AU,Vicinity Centres,,N,19,18,16,70,79,63,34,,"8,344","5,792",36.43,0,4.6,13.9,,Alaina Anderson,,
MOBN SW,Mobimo Holding Ag,,NO,20,31,47,30,16,89,39,,"1,722","1,648",2.89,0,17.9,26.5,,Quant Intl,,
UTG LN,Unite Group Plc/the,,O,20,27,31,55,26,13,11,,"2,098","2,087",9.88,0,21.2,19.7,,Alaina Anderson,,
ICAD FP,Icade,,N,20,33,39,30,25,53,49,,"6,505","3,951",12.52,0,26.7,15.1,,Alaina Anderson,,
BALDB SS,Fastighets Ab Balder,,N,20,6,47,35,53,8,59,,"4,583","2,444",10.08,0,25.0,17.8,,Alaina Anderson,,
NXI FP,Nexity Sa,,O,20,39,11,63,41,49,33,,"3,070","2,735",12.01,0,19.8,13.7,,Alaina Anderson,,
604 HK,Shenzhen Investment Ltd,,N,21,50,3,77,62,24,72,,"3,465","1,326",6.13,0,19.4,6.5,,Alaina Anderson,,
FABG SS,Fabege Ab,,O,21,3,36,60,41,15,59,,"3,273","2,380",10.21,0,23.9,24.5,,Alaina Anderson,,
MLT SP,Mapletree Logistics Trust,,N,22,23,38,71,13,17,37,,"2,224","1,339",3.32,0,31.6,14.2,,Alaina Anderson,,
BBOX LN,Tritax Big Box Reit Plc,,N,23,18,56,42,32,34,,,"2,512","2,469",7.93,0,17.0,19.5,,Alaina Anderson,,
1878 JP,Daito Trust Construction Co Ltd,Yes,O,23,1,60,22,64,67,9,,"13,412","12,288",57.37,0,14.2,15.3,,Alaina Anderson,,
VESTA* MM,Corp Inmobiliaria Vesta Sab De Cv,,N,25,58,20,15,63,37,70,,976,894,2.69,0,31.3,13.9,,Bryan Shea,,
MEG PM,Megaworld Corp,,N,26,39,31,27,65,46,35,,"3,051","1,027",3.81,0,37.6,11.2,,Bryan Shea,,
GYC GR,Grand City Properties Sa,,N,27,13,47,56,53,40,69,,"3,536","2,245",9.98,0,17.4,16.5,,Alaina Anderson,,
ALI PM,Ayala Land Inc,,O,27,14,68,20,62,34,16,,"12,238","6,396",10.65,0,33.0,22.4,,Alaina Anderson,,
WKP LN,Workspace Group Plc,,O,27,58,64,4,7,7,29,,"1,847","1,327",3.33,0,25.7,21.9,,Alaina Anderson,,
BYG LN,Big Yellow Group Plc,,O,28,20,53,63,29,15,14,,"1,571","1,445",4.30,0,24.2,18.9,,Alaina Anderson,,
SPSB MK,Sp Setia Bhd Group,,NO,28,48,15,50,63,,39,,"2,372",354,2.13,0,16.7,15.5,,Bryan Shea,,
DWNI GR,Deutsche Wohnen Ag,,N,29,8,48,65,39,22,67,,"14,674","14,654",54.06,0,28.8,26.6,,Alaina Anderson,,
CAPL SP,Capitaland Ltd,,N,29,47,31,44,21,64,73,,"11,636","6,970",25.06,0,33.6,18.1,,Alaina Anderson,,
UL NA,Unibail-Rodamco Se,Yes,O,30,44,28,37,59,30,11,,"25,168","25,167",128.96,0,9.8,16.9,,Alaina Anderson,,
EMAARMLS UH,Emaar Malls Pjsc,,N,34,10,57,38,87,45,29,,"8,858","1,361",1.71,0,-2.1,13.2,,Alaina Anderson,,
823 HK,Link Reit,,N,34,13,71,48,30,19,13,,"17,928","17,887",34.08,0,28.3,24.0,,Alaina Anderson,,
4 HK,Wharf Holdings Ltd/the,,N,35,61,30,31,23,60,37,,"28,299","11,004",39.32,0,29.1,14.7,,Alaina Anderson,,
BWO AV,Buwog Ag,,N,36,46,31,58,30,97,73,,"3,328","3,168",11.03,0,27.6,12.0,,Alaina Anderson,,
SGRO LN,Segro Plc,,O,36,52,58,21,12,48,34,,"6,792","6,628",28.69,0,30.8,25.1,,Alaina Anderson,,
CAR-U CN,Canadian Apartment Properties Reit,,O,38,67,19,36,39,43,69,,"3,644","3,577",10.19,0,-2.4,13.4,,Alaina Anderson,,
3283 JP,Nippon Prologis Reit Inc,Yes,O,39,10,76,23,86,,19,,"4,484","3,843",15.82,0,4.9,31.8,,Alaina Anderson,,
SRU-U CN,Smart Real Estate Investment Trust,,N,40,47,29,44,81,,35,,"3,763","1,821",11.35,0,-6.7,13.8,,Alaina Anderson,,
SCG AU,Scentre Group,,N,43,35,45,52,77,50,2,,"16,918","15,856",53.66,0,0.3,15.8,,Alaina Anderson,,
HUFVA SS,Hufvudstaden Ab,,O,43,1,65,66,57,59,33,,"3,756","1,807",6.18,0,12.7,28.7,,Alaina Anderson,,
8830 JP,Sumitomo Realty & Development Co Ltd,,N,43,36,69,25,59,66,31,,"13,959","10,319",55.73,0,15.2,12.8,,Alaina Anderson,,
SPG,Simon Property Group Inc,Yes,N,44,9,61,50,93,37,20,,"47,630","47,255",287.00,0,-7.8,12.9,,Alaina Anderson,,
8985 JP,Japan Hotel Reit Investment Corp,,N,45,38,62,20,85,10,2,,"2,829","2,754",9.44,0,5.7,21.3,,Alaina Anderson,,
LAND LN,Land Securities Group Plc,,N,47,44,54,42,53,69,38,,"10,281","9,606",47.41,0,3.1,19.0,,Alaina Anderson,,
GMG AU,Goodman Group,,N,47,9,80,66,27,26,17,,"12,093","10,447",35.55,0,24.8,17.0,,Alaina Anderson,,
CIT SP,City Developments Ltd,,N,49,54,55,47,15,81,26,,"7,634","4,935",12.76,0,46.6,16.7,,Alaina Anderson,,
3249 JP,Industrial & Infrastructure Fund Investment Corp,,N,49,10,73,42,94,,8,,"1,804","1,775",5.07,0,-4.7,24.5,,Alaina Anderson,,
BLND LN,British Land Co Plc/the,,N,49,58,45,32,52,82,11,,"8,032","7,609",50.13,0,6.1,16.6,,Alaina Anderson,,
HMSO LN,Hammerson Plc,,N,50,59,49,32,41,47,23,,"5,752","5,657",34.83,0,8.8,17.4,,Alaina Anderson,,
AAR-U CN,Pure Industrial Real Estate Trust,,NO,51,68,25,66,18,,24,,"1,626","1,613",9.99,0,9.3,12.0,,Alaina Anderson,,
3281 JP,Glp J-Reit,,O,52,7,79,41,93,,8,Yes,"3,152","2,715",6.97,0,-4.2,27.1,,Alaina Anderson,,
3279 JP,Activia Properties Inc,,N,53,13,74,,95,,,,"2,942","2,668",8.65,0,-4.9,22.7,,Alaina Anderson,,
CAL LN,Capital & Regional Plc,,N,53,79,15,51,60,,1,,507,296,0.63,0,10.8,12.5,,Alaina Anderson,,
JLL,Jones Lang Lasalle Inc,Yes,N,53,35,75,49,41,53,66,,"5,486","5,441",32.00,0,26.0,13.5,,Alaina Anderson,,
PSA,Public Storage,Yes,N,53,1,76,61,79,51,9,,"35,077","29,920",191.61,0,-7.5,19.3,,Alaina Anderson,,
ETLN LI,Etalon Group Ltd,,O,54,65,23,63,62,19,61,,"1,046","1,046",3.99,0,10.5,4.6,,Alaina Anderson,,
AOX GR,Alstria Office Reit-Ag,,N,54,45,51,64,48,23,55,,"2,240","1,981",7.55,0,20.6,15.5,,Alaina Anderson,,
HYP SJ,Hyprop Investments Ltd,,N,56,40,42,78,79,7,19,,"2,194","1,940",4.14,0,8.6,15.0,,Alaina Anderson,,
LMP LN,Londonmetric Property Plc,,N,57,49,75,40,29,43,35,,"1,510","1,455",4.50,0,17.3,19.3,,Alaina Anderson,,
AMT,American Tower Corp,Yes,N,57,12,89,67,30,9,20,,"60,982","60,835",215.94,0,32.2,38.7,,Alaina Anderson,,
ESS,Essex Property Trust Inc,,N,57,27,97,20,29,20,34,,"17,502","17,425",88.88,0,15.5,21.4,,Quant Intl,,
PARAUCO CI,Parque Arauco Sa,,O,58,32,74,73,39,54,38,,"2,391","1,652",3.59,0,17.2,19.8,,Bryan Shea,,
KREIT SP,Keppel Reit,,N,58,30,65,90,27,71,69,,"2,901","1,554",5.21,0,26.0,24.0,,Alaina Anderson,,
VTR,Ventas Inc,,N,59,36,78,45,64,57,29,,"23,830","23,710",106.56,0,9.9,15.8,,Quant Intl,,
DLN LN,Derwent London Plc,Yes,N,61,55,77,30,39,18,29,,"3,997","3,353",18.38,0,10.6,27.8,,Alaina Anderson,,
FUNO11 MM,Fibra Uno Administracion Sa De Cv,Yes,N,63,88,22,30,69,30,72,,"6,275","5,329",8.33,0,26.2,14.0,,Alaina Anderson,,
CPN TB,Central Pattana Pcl,,O,64,1,94,65,41,36,15,,"8,942","4,521",10.31,0,31.2,24.0,,Alaina Anderson,,
PWON IJ,Pakuwon Jati Tbk Pt,,N,64,10,86,72,80,32,67,,"2,364",715,1.44,0,25.3,14.0,,Bryan Shea,,
8963 JP,Invincible Investment Corp,,N,64,52,49,54,94,1,68,,"1,647","1,323",7.76,0,1.1,17.0,,Alaina Anderson,,
LI FP,Klepierre,,N,64,54,51,68,67,22,19,,"12,345","9,731",43.64,0,8.7,13.1,,Alaina Anderson,,
GPOR LN,Great Portland Estates Plc,Yes,N,65,63,75,19,67,28,75,,"2,524","2,264",17.38,0,-0.1,30.5,,Alaina Anderson,,
ASRI IJ,Alam Sutera Realty Tbk Pt,,N,66,52,32,79,97,20,76,Yes,539,302,0.65,0,-11.7,7.3,,Bryan Shea,,
3003 JP,Hulic Co. Ltd,,N,66,34,92,39,58,59,56,,"6,616","3,665",10.51,0,19.4,16.7,,Alaina Anderson,,
PLD,Prologis Inc,Yes,O,68,68,91,7,37,16,84,,"32,674","32,403",143.32,0,18.5,21.5,,Alaina Anderson,,
RLC PM,Robinsons Land Corp,,N,69,43,42,91,93,60,39,,"1,849",714,1.03,0,-2.3,13.7,,Bryan Shea,,
EKGYO TI,Emlak Konut Gayrimenkul Yatirim Ortakligi As,,N,70,74,25,78,75,12,51,Yes,"3,184","1,613",41.47,0,8.0,5.0,,Alaina Anderson,,
8801 JP,Mitsui Fudosan Co Ltd,,O,71,66,78,20,78,67,20,,"21,487","19,922",66.23,0,0.1,15.6,,Alaina Anderson,,
FIBRAPL MM,Prologis Property Mexico Sa De Cv,,NO,72,77,26,86,50,,48,,"1,271",695,1.55,0,43.5,10.4,,Bryan Shea,,
8876 JP,Relo Group Inc,,O,72,2,99,52,33,40,8,,"3,390","2,369",9.96,0,42.5,28.1,,Alaina Anderson,,
KIM,Kimco Realty Corp,Yes,N,75,67,53,57,96,26,51,,"8,317","8,076",112.07,0,-16.7,12.3,,Alaina Anderson,,
SBAC,Sba Communications Corp,Yes,N,76,63,86,53,29,32,65,,"17,523","17,317",123.64,0,33.3,95.0,,William Benton,,
OBER IN,Oberoi Realty Ltd,,O,77,52,81,86,29,3,82,,"1,985",546,1.41,0,40.3,9.9,,Bryan Shea,,
TERRA13 MM,Tf Administradora Industrial,,N,78,95,23,50,64,6,62,,"1,423","1,419",4.08,0,45.3,11.5,,Bryan Shea,,
SHB LN,Shaftesbury Plc,,N,78,35,99,52,38,12,30,,"3,554","2,436",10.07,0,16.1,53.8,,Alaina Anderson,,
RES SJ,Resilient Reit Ltd,,N,78,82,83,14,59,71,28,,"3,865","1,939",3.69,0,22.2,20.4,,Alaina Anderson,,
FIHO12 MM,Concentradora Fibra Hotelera Mexicana Sa De Cv,,N,79,90,37,55,72,11,,,418,418,0.36,0,27.7,16.7,,Bryan Shea,,
COL SM,Inmobiliaria Colonial Sa,,N,79,82,65,71,16,28,89,,"3,783","2,787",20.02,0,35.0,28.7,,Alaina Anderson,,
WFD AU,Westfield Corp,,N,85,72,72,78,82,61,35,,"12,564","11,181",52.57,0,-5.6,,,Alaina Anderson,,
SMPH PM,Sm Prime Holdings Inc,Yes,N,85,19,100,76,46,43,5,,"19,213","6,122",5.30,0,22.3,31.9,,Alaina Anderson,,
CTRA IJ,Ciputra Development Tbk Pt,,N,86,53,85,77,97,31,72,Yes,"1,711","1,275",2.32,0,-22.1,14.2,,Bryan Shea,,
IGTA3 BZ,Iguatemi Empresa De Shopping Centers Sa,,O,86,73,94,46,51,25,69,,"2,072","1,018",11.05,0,45.3,24.7,,Alaina Anderson,,
8802 JP,Mitsubishi Estate Co Ltd,,N,86,70,96,27,85,72,52,,"24,350","21,477",65.84,0,-7.3,24.0,,Alaina Anderson,,
LPKR IJ,Lippo Karawaci Tbk Pt,,N,87,85,58,68,94,29,75,,"1,358","1,286",3.28,0,-3.6,14.6,,Alaina Anderson,,
MAC,Macerich Co/the,Yes,N,88,88,70,48,95,81,85,,"7,499","7,324",79.36,0,-16.5,13.1,,Alaina Anderson,,
BRPR3 BZ,Br Properties Sa,Yes,N,90,97,60,47,61,21,87,,"1,389",411,2.43,0,36.6,20.9,,Bryan Shea,,
MULT3 BZ,Multiplan Empreendimentos Imobiliarios Sa,,O,93,68,99,61,59,32,57,,"4,581","2,067",15.26,0,29.2,26.6,,Alaina Anderson,,
BRML3 BZ,Br Malls Participacoes Sa,Yes,O,96,95,84,77,62,23,57,,"3,698","3,713",20.55,0,30.8,18.8,,Alaina Anderson,,
IRSA AR,Irsa Inversiones Y Representaciones Sa,,N,97,100,69,37,19,,,,"1,477",466,0.10,0,17.8,-2.5,,Bryan Shea,,
PHNX IN,Phoenix Mills Ltd/the,,O,97,87,98,82,27,,81,,"1,289",440,0.95,0,38.5,22.9,,Bryan Shea,,
SMRA IJ,Summarecon Agung Tbk Pt,,N,100,75,100,92,97,29,88,Yes,"1,184",803,1.79,0,-23.8,29.2,,Bryan Shea,,
,,,,37,29,43,51,65,46,42,,,,,,18.8,,,,,
017670 KS,Sk Telecom Co Ltd,Yes,N,1,26,5,6,37,38,52,,"18,694","9,925",42.82,0,33.6,8.4,,William Benton,,
MTELEKOM HB,Magyar Telekom Telecommunications Plc,,O,2,25,3,12,78,77,35,,"1,941",791,1.22,0,11.5,12.0,,Greg Scolaro,,
032640 KS,Lg Uplus Corp,,NO,2,13,9,17,32,40,52,,"5,892","3,307",26.97,0,53.2,10.9,,Quant Intl,,
552 HK,China Communications Services Corp Ltd,,N,3,13,1,65,86,33,9,Yes,"3,858","1,332",3.90,0,-10.7,8.4,,Drew Buckley,,
030200 KS,Kt Corp,,NO,5,34,2,56,60,43,57,,"7,519","5,771",18.21,0,27.4,9.4,,Quant Intl,,
AMXL MM,America Movil Sab De Cv,,N,6,18,38,11,24,44,53,,"62,690","11,362",36.28,0,43.0,17.3,,William Benton,,
9432 JP,Nippon Telegraph & Telephone Corp,,N,7,17,12,43,51,47,5,,"102,057","64,256",148.99,0,16.6,11.8,,William Benton,,
SCMN VX,Swisscom Ag,,N,8,5,30,14,60,83,5,,"25,941","12,715",113.43,0,14.0,16.9,,William Benton,,
TTKOM TI,Turk Telekomunikasyon As,Yes,N,9,15,40,10,50,35,58,,"7,086","1,063",5.38,0,37.3,10.5,,Drew Buckley,,
TKG SJ,Telkom Sa Soc Ltd,,N,9,21,12,38,76,64,60,,"2,652","1,424",8.25,0,-2.2,10.7,,Drew Buckley,,
BT/A LN,Bt Group Plc,,N,14,10,11,51,92,63,42,,"37,288","31,773",146.21,0,-10.2,10.4,,William Benton,,
SAFCOM KN,Safaricom Ltd,Yes,O,16,1,45,23,57,33,19,,"9,609","2,408",2.91,0,26.1,16.1,,Drew Buckley,,
TEF SM,Telefonica Sa,,N,16,32,15,40,65,51,33,,"54,313","49,881",549.73,0,24.0,10.8,,William Benton,,
